companyName	projectTitle	projectDescription	emissionsOffset	creditsIssued	financialInfo	projectDocumentation
Feedmix	Repair Right Extraocular Muscle, Open Approach	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	906914	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	about.com
Eidel	Revision of Nonaut Sub in Up Vein, Perc Endo Approach	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	938883	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	who.int
Dabtype	Inspection of Left Hip Joint, Perc Endo Approach	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	539994	0	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	apple.com
Mymm	Restriction of L Foot Art with Intralum Dev, Perc Approach	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	262118	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	about.me
Brightdog	Removal of Autol Sub from Heart, Perc Approach	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	724770	0	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	umn.edu
Livetube	Drainage of Right Internal Jugular Vein, Perc Approach	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	89353	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	networkadvertising.org
Skiba	Destruction of Lesser Omentum, Perc Endo Approach	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	935873	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	psu.edu
Dynazzy	Extirpation of Matter from Sacrum, Percutaneous Approach	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	967707	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	tinyurl.com
Pixope	Resection of Right Ovary, Via Opening w Perc Endo	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	120114	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	yellowbook.com
Zoomlounge	Drainage of L Shoulder Tendon with Drain Dev, Perc Approach	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	725604	0	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	yale.edu
Pixonyx	Bypass R Femor Vein to Low Vein w Autol Vn, Perc Endo	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	98111	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	google.ru
Zava	Destruction of Penis, External Approach	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	386512	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	cornell.edu
Buzzbean	Drainage of Left Ankle Region, Perc Endo Approach	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	54962	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	state.gov
Tagfeed	Drainage of Hypothalamus, Perc Endo Approach, Diagn	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	655317	0	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	independent.co.uk
Kare	Extirpation of Matter from R Zygomatic Bone, Open Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	207920	0	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	bluehost.com
Brightbean	Replace L Hip Jt, Acetab w Ceramic, Cement, Open	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	488466	0	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	epa.gov
Jabbertype	Drainage of Neck, Percutaneous Endoscopic Approach	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	340780	0	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	buzzfeed.com
Yoveo	Bypass L Axilla Art to R Low Leg Art w Synth Sub, Open	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	752778	0	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	deviantart.com
Voomm	Imaging, Hepatobiliary Sys & Pancreas, MRI	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	210416	0	In congue. Etiam justo. Etiam pretium iaculis justo.	constantcontact.com
Shuffledrive	Bypass R Fem Art to Peron Art w Nonaut Sub, Perc Endo	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	561739	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	creativecommons.org
Aimbo	Release Right Hypogastric Vein, Open Approach	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	555074	0	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	ucoz.ru
Meedoo	Drainage of Cervix with Drainage Device, Via Opening	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	931614	0	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	unicef.org
Twimbo	Bypass R Basilic Vein to Up Vein w Synth Sub, Perc Endo	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	443948	0	Fusce consequat. Nulla nisl. Nunc nisl.	usa.gov
Divavu	Excision of Right External Auditory Canal, Via Opening	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	416992	0	Fusce consequat. Nulla nisl. Nunc nisl.	de.vu
Fadeo	Reposition Left Ethmoid Bone with Int Fix, Perc Approach	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	768342	0	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	zimbio.com
Fiveclub	Bypass Jejunum to Jejunum with Nonaut Sub, Endo	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	542418	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	youku.com
Tagchat	Excision of Left Mandible, Open Approach, Diagnostic	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	4039	0	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	gnu.org
Linklinks	Resection of Ampulla of Vater, Via Opening	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	567303	0	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	infoseek.co.jp
Shuffledrive	Inspection of Chest Wall, External Approach	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	374361	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	t.co
Plambee	Revision of Drainage Device in Left Ear, Perc Approach	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	11286	0	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	1688.com
Zoomlounge	Excision of Sigmoid Colon, Endo	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	448351	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	skype.com
Ntags	Drainage of Right Thyroid Artery, Percutaneous Approach	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	924759	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	scribd.com
Eimbee	Insert Infusion Dev in R Axilla Vein, Perc Endo	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	168616	0	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	opensource.org
Feedfish	Excision of Sigmoid Colon, Open Approach, Diagnostic	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	310765	0	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	ucsd.edu
Trunyx	Imaging, Eye, Ultrasonography	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	203267	0	Fusce consequat. Nulla nisl. Nunc nisl.	usda.gov
Feedspan	Drainage of Left Cornea, External Approach, Diagnostic	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	525920	0	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	nyu.edu
Yakitri	Contact Radiation of Tibia/Fibula	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	708733	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	techcrunch.com
Gabvine	Drainage of R Sperm Cord with Drain Dev, Perc Endo Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	907997	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	nih.gov
Wordware	Removal of Other Device from Respiratory Tract, Endo	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	996367	0	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	exblog.jp
Jabbertype	Dilation of Right Peroneal Artery, Bifurc, Open Approach	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	651375	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	desdev.cn
Mudo	Repair Left Knee Bursa and Ligament, Open Approach	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	577723	0	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	independent.co.uk
Shufflebeat	Fluoroscopy of Other Lower Arteries	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	44760	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	nature.com
Babbleopia	Drainage of Inferior Vena Cava, Perc Endo Approach	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	161339	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	plala.or.jp
Nlounge	Revision of Stim Lead in Anal Sphincter, Perc Endo Approach	Phasellus in felis. Donec semper sapien a libero. Nam dui.	818388	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	twitter.com
Rhynyx	Drainage of Right Axillary Vein, Perc Approach, Diagn	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	464983	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	aboutads.info
Edgetag	Fluoroscopy of Dialysis Shunt/Fistula, Guidance	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	401787	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	who.int
Mymm	CT Scan of R Wrist using Oth Contrast	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	643205	0	Fusce consequat. Nulla nisl. Nunc nisl.	arstechnica.com
Teklist	Drainage of Thalamus with Drainage Device, Open Approach	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	654356	0	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	hatena.ne.jp
Topiclounge	Muscle Perform Trmt Musculosk Low Back/LE w Assist Equip	Phasellus in felis. Donec semper sapien a libero. Nam dui.	243200	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	instagram.com
Thoughtsphere	Drainage of Hard Palate with Drainage Device, Open Approach	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	236420	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	cloudflare.com
Linkbridge	Inspection of Cervical Vertebral Joint, Perc Endo Approach	Fusce consequat. Nulla nisl. Nunc nisl.	537338	0	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	youku.com
Blogpad	Extirpation of Matter from Upper Artery, Open Approach	In congue. Etiam justo. Etiam pretium iaculis justo.	414169	0	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	diigo.com
Centizu	Reattachment of Left Hindquarter, Open Approach	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	976345	0	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	freewebs.com
